日期,细分代码,细分名称,房晚,房晚占比,客房收入,平均ADR
2025-04-27,FIT-OTA,OTA散客,74,27.9,47895.0,647.0
2025-04-27,CORP,协议公司客户,60,22.6,32509.0,542.0
2025-04-27,LOY,会员忠诚计划,30,11.3,19261.0,642.0
2025-04-27,GRP,团队旅游会议,20,7.5,9491.0,475.0
2025-04-27,LNG,长住客,6,2.3,2368.0,395.0
2025-04-28,FIT-WI,上门散客,18,8.3,13103.0,728.0
2025-04-28,FIT-DIR,官网小程序直销,35,16.1,22678.0,648.0
2025-04-28,FIT-OTA,OTA散客,72,33.0,43084.0,598.0
2025-04-28,CORP,协议公司客户,44,20.2,22438.0,510.0
2025-04-28,LOY,会员忠诚计划,26,11.9,15319.0,589.0
2025-04-28,GRP,团队旅游会议,18,8.3,8270.0,459.0
2025-04-28,LNG,长住客,4,1.8,1536.0,384.0
2025-04-29,FIT-WI,上门散客,18,8.0,12296.0,683.0
2025-04-29,FIT-DIR,官网小程序直销,35,15.6,22939.0,655.0
2025-04-29,FIT-OTA,OTA散客,70,31.2,41962.0,599.0
2025-04-29,CORP,协议公司客户,48,21.4,25153.0,524.0
2025-04-29,LOY,会员忠诚计划,25,11.2,14548.0,582.0
2025-04-29,GRP,团队旅游会议,16,7.1,7222.0,451.0
2025-04-29,LNG,长住客,5,2.2,1933.0,387.0
2025-04-30,FIT-WI,上门散客,20,8.7,14317.0,716.0
2025-04-30,FIT-DIR,官网小程序直销,42,18.3,26073.0,621.0
2025-04-30,FIT-OTA,OTA散客,66,28.8,38381.0,582.0
2025-04-30,CORP,协议公司客户,50,21.8,25007.0,500.0
2025-04-30,LOY,会员忠诚计划,26,11.4,15017.0,578.0
2025-04-30,GRP,团队旅游会议,18,7.9,7786.0,433.0
2025-04-30,LNG,长住客,5,2.2,1864.0,373.0
2025-05-01,FIT-WI,上门散客,23,7.2,19929.0,866.0
2025-05-01,FIT-DIR,官网小程序直销,57,17.9,46985.0,824.0
2025-05-01,FIT-OTA,OTA散客,94,29.6,71433.0,760.0
2025-05-01,CORP,协议公司客户,67,21.1,44858.0,670.0
2025-05-01,LOY,会员忠诚计划,40,12.6,28726.0,718.0
2025-05-01,GRP,团队旅游会议,23,7.2,13057.0,568.0
2025-05-01,LNG,长住客,6,1.9,2868.0,478.0
2025-05-02,FIT-WI,上门散客,25,7.9,25120.0,1005.0
2025-05-02,FIT-DIR,官网小程序直销,55,17.3,50281.0,914.0
2025-05-02,FIT-OTA,OTA散客,105,33.0,85294.0,812.0
2025-05-02,CORP,协议公司客户,71,22.3,48920.0,689.0
2025-05-02,LOY,会员忠诚计划,35,11.0,27100.0,774.0
2025-05-02,GRP,团队旅游会议,23,7.2,14542.0,632.0
2025-05-02,LNG,长住客,6,1.9,3152.0,525.0
2025-05-03,FIT-WI,上门散客,27,8.5,28044.0,1039.0
2025-05-03,FIT-DIR,官网小程序直销,49,15.4,47120.0,962.0
2025-05-03,FIT-OTA,OTA散客,102,32.1,89569.0,878.0
2025-05-03,CORP,协议公司客户,66,20.8,49328.0,747.0
2025-05-03,LOY,会员忠诚计划,40,12.6,32912.0,823.0
2025-05-03,GRP,团队旅游会议,25,7.9,15868.0,635.0
2025-05-03,LNG,长住客,6,1.9,3203.0,534.0
2025-05-04,FIT-WI,上门散客,26,8.2,25116.0,966.0
2025-05-04,FIT-DIR,官网小程序直销,54,17.0,46397.0,859.0
2025-05-04,FIT-OTA,OTA散客,94,29.6,79561.0,846.0
2025-05-04,CORP,协议公司客户,71,22.3,52636.0,741.0
2025-05-04,LOY,会员忠诚计划,41,12.9,33621.0,820.0
2025-05-04,GRP,团队旅游会议,25,7.9,14867.0,595.0
2025-05-04,LNG,长住客,6,1.9,3243.0,541.0
2025-05-05,FIT-WI,上门散客,25,7.9,22595.0,904.0
2025-05-05,FIT-DIR,官网小程序直销,58,18.2,46802.0,807.0
2025-05-05,FIT-OTA,OTA散客,90,28.3,65630.0,729.0
2025-05-05,CORP,协议公司客户,75,23.6,48181.0,642.0
2025-05-05,LOY,会员忠诚计划,37,11.6,27405.0,741.0
2025-05-05,GRP,团队旅游会议,23,7.2,13295.0,578.0
2025-05-05,LNG,长住客,6,1.9,3000.0,500.0
2025-05-06,FIT-WI,上门散客,17,7.4,12300.0,724.0
2025-05-06,FIT-DIR,官网小程序直销,41,17.8,27163.0,663.0
2025-05-06,FIT-OTA,OTA散客,69,30.0,41932.0,608.0
2025-05-06,CORP,协议公司客户,46,20.0,24392.0,530.0
2025-05-06,LOY,会员忠诚计划,27,11.7,15681.0,581.0
2025-05-06,GRP,团队旅游会议,20,8.7,8993.0,450.0
2025-05-06,LNG,长住客,5,2.2,1892.0,378.0
2025-05-07,FIT-WI,上门散客,22,8.7,16111.0,732.0
2025-05-07,FIT-DIR,官网小程序直销,43,16.9,27321.0,635.0
2025-05-07,FIT-OTA,OTA散客,74,29.1,46025.0,622.0
2025-05-07,CORP,协议公司客户,59,23.2,30238.0,513.0
2025-05-07,LOY,会员忠诚计划,30,11.8,18038.0,601.0
2025-05-07,GRP,团队旅游会议,21,8.3,9749.0,464.0
2025-05-07,LNG,长住客,5,2.0,1930.0,386.0
2025-05-08,FIT-WI,上门散客,18,7.3,13474.0,749.0
2025-05-08,FIT-DIR,官网小程序直销,38,15.5,26136.0,688.0
2025-05-08,FIT-OTA,OTA散客,82,33.5,53056.0,647.0
2025-05-08,CORP,协议公司客户,55,22.4,30181.0,549.0
2025-05-08,LOY,会员忠诚计划,27,11.0,16844.0,624.0
2025-05-08,GRP,团队旅游会议,20,8.2,9526.0,476.0
2025-05-08,LNG,长住客,4,1.6,1692.0,423.0
2025-05-09,FIT-WI,上门散客,26,8.6,22894.0,881.0
2025-05-09,FIT-DIR,官网小程序直销,54,17.8,43670.0,809.0
2025-05-09,FIT-OTA,OTA散客,103,34.0,76184.0,740.0
2025-05-09,CORP,协议公司客户,71,23.4,45336.0,639.0
2025-05-09,LOY,会员忠诚计划,40,13.2,29027.0,726.0
2025-05-09,GRP,团队旅游会议,23,7.6,12916.0,562.0
2025-05-09,LNG,长住客,6,2.0,2821.0,470.0
2025-05-10,FIT-WI,上门散客,27,8.5,24685.0,914.0
2025-05-10,FIT-DIR,官网小程序直销,50,15.7,39148.0,783.0
2025-05-10,FIT-OTA,OTA散客,100,31.4,72461.0,725.0
2025-05-10,CORP,协议公司客户,68,21.4,46020.0,677.0
2025-05-10,LOY,会员忠诚计划,40,12.6,29505.0,738.0
2025-05-10,GRP,团队旅游会议,27,8.5,15285.0,566.0
2025-05-10,LNG,长住客,6,1.9,2806.0,468.0
2025-05-11,FIT-WI,上门散客,18,7.2,14485.0,805.0
2025-05-11,FIT-DIR,官网小程序直销,42,16.7,29294.0,697.0
2025-05-11,FIT-OTA,OTA散客,72,28.7,47904.0,665.0
2025-05-11,CORP,协议公司客户,59,23.5,34499.0,585.0
2025-05-11,LOY,会员忠诚计划,31,12.4,19820.0,639.0
2025-05-11,GRP,团队旅游会议,20,8.0,10155.0,508.0
2025-05-11,LNG,长住客,5,2.0,2008.0,402.0
2025-05-12,FIT-WI,上门散客,18,7.7,13479.0,749.0
2025-05-12,FIT-DIR,官网小程序直销,38,16.2,25327.0,666.0
2025-05-12,FIT-OTA,OTA散客,75,32.1,43318.0,578.0
2025-05-12,CORP,协议公司客户,55,23.5,29550.0,537.0
2025-05-12,LOY,会员忠诚计划,30,12.8,17668.0,589.0
2025-05-12,GRP,团队旅游会议,17,7.3,7488.0,440.0
2025-05-12,LNG,长住客,4,1.7,1475.0,369.0
2025-05-13,FIT-WI,上门散客,19,8.1,14462.0,761.0
2025-05-13,FIT-DIR,官网小程序直销,41,17.5,28842.0,703.0
2025-05-13,FIT-OTA,OTA散客,77,32.9,48733.0,633.0
2025-05-13,CORP,协议公司客户,54,23.1,29934.0,554.0
2025-05-13,LOY,会员忠诚计划,30,12.8,18008.0,600.0
2025-05-13,GRP,团队旅游会议,19,8.1,8758.0,461.0
2025-05-13,LNG,长住客,5,2.1,2015.0,403.0
2025-05-14,FIT-WI,上门散客,22,8.6,17122.0,778.0
2025-05-14,FIT-DIR,官网小程序直销,41,16.0,27148.0,662.0
2025-05-14,FIT-OTA,OTA散客,84,32.7,54009.0,643.0
2025-05-14,CORP,协议公司客户,56,21.8,29725.0,531.0
2025-05-14,LOY,会员忠诚计划,31,12.1,19011.0,613.0
2025-05-14,GRP,团队旅游会议,19,7.4,8940.0,471.0
2025-05-14,LNG,长住客,5,1.9,1981.0,396.0
2025-05-15,FIT-WI,上门散客,21,8.2,14873.0,708.0
2025-05-15,FIT-DIR,官网小程序直销,48,18.7,31806.0,663.0
2025-05-15,FIT-OTA,OTA散客,74,28.8,42844.0,579.0
2025-05-15,CORP,协议公司客户,58,22.6,30614.0,528.0
2025-05-15,LOY,会员忠诚计划,29,11.3,17282.0,596.0
2025-05-15,GRP,团队旅游会议,22,8.6,9623.0,437.0
2025-05-15,LNG,长住客,5,1.9,1826.0,365.0
2025-05-16,FIT-WI,上门散客,23,7.5,19839.0,863.0
2025-05-16,FIT-DIR,官网小程序直销,49,15.9,40939.0,835.0
2025-05-16,FIT-OTA,OTA散客,101,32.8,77118.0,764.0
2025-05-16,CORP,协议公司客户,61,19.8,39285.0,644.0
2025-05-16,LOY,会员忠诚计划,36,11.7,26815.0,745.0
2025-05-16,GRP,团队旅游会议,26,8.4,14063.0,541.0
2025-05-16,LNG,长住客,6,1.9,2812.0,469.0
2025-05-17,FIT-WI,上门散客,27,8.5,24267.0,899.0
2025-05-17,FIT-DIR,官网小程序直销,55,17.3,47265.0,859.0
2025-05-17,FIT-OTA,OTA散客,102,32.1,78443.0,769.0
2025-05-17,CORP,协议公司客户,64,20.1,41018.0,641.0
2025-05-17,LOY,会员忠诚计划,41,12.9,31296.0,763.0
2025-05-17,GRP,团队旅游会议,23,7.2,12706.0,552.0
2025-05-17,LNG,长住客,6,1.9,2889.0,481.0
2025-05-18,FIT-WI,上门散客,21,7.6,17559.0,836.0
2025-05-18,FIT-DIR,官网小程序直销,49,17.6,35015.0,715.0
2025-05-18,FIT-OTA,OTA散客,78,28.1,54352.0,697.0
2025-05-18,CORP,协议公司客户,62,22.3,37658.0,607.0
2025-05-18,LOY,会员忠诚计划,35,12.6,23532.0,672.0
2025-05-18,GRP,团队旅游会议,21,7.6,10640.0,507.0
2025-05-18,LNG,长住客,5,1.8,2122.0,424.0
2025-05-19,FIT-WI,上门散客,17,7.6,11917.0,701.0
2025-05-19,FIT-DIR,官网小程序直销,36,16.0,23821.0,662.0
2025-05-19,FIT-OTA,OTA散客,67,29.8,38030.0,568.0
2025-05-19,CORP,协议公司客户,54,24.0,27337.0,506.0
2025-05-19,LOY,会员忠诚计划,27,12.0,15820.0,586.0
2025-05-19,GRP,团队旅游会议,20,8.9,8681.0,434.0
2025-05-19,LNG,长住客,5,2.2,1924.0,385.0
2025-05-20,FIT-WI,上门散客,28,8.2,21983.0,785.0
2025-05-20,FIT-DIR,官网小程序直销,57,16.7,39784.0,698.0
2025-05-20,FIT-OTA,OTA散客,105,30.8,65254.0,621.0
2025-05-20,CORP,协议公司客户,69,20.2,37550.0,544.0
2025-05-20,LOY,会员忠诚计划,40,11.7,25232.0,631.0
2025-05-20,GRP,团队旅游会议,26,7.6,12318.0,474.0
2025-05-20,LNG,长住客,7,2.1,2871.0,410.0
2025-05-21,FIT-WI,上门散客,19,7.6,14457.0,761.0
2025-05-21,FIT-DIR,官网小程序直销,44,17.6,28849.0,656.0
2025-05-21,FIT-OTA,OTA散客,75,30.0,45222.0,603.0
2025-05-21,CORP,协议公司客户,57,22.8,30415.0,534.0
2025-05-21,LOY,会员忠诚计划,33,13.2,20447.0,620.0
2025-05-21,GRP,团队旅游会议,19,7.6,8633.0,454.0
2025-05-21,LNG,长住客,5,2.0,2024.0,405.0
2025-05-22,FIT-WI,上门散客,21,8.5,15075.0,718.0
2025-05-22,FIT-DIR,官网小程序直销,39,15.8,25883.0,664.0
2025-05-22,FIT-OTA,OTA散客,69,27.9,40314.0,584.0
2025-05-22,CORP,协议公司客户,50,20.2,27241.0,545.0
2025-05-22,LOY,会员忠诚计划,29,11.7,16609.0,573.0
2025-05-22,GRP,团队旅游会议,19,7.7,8804.0,463.0
2025-05-22,LNG,长住客,5,2.0,1945.0,389.0
2025-05-23,FIT-WI,上门散客,28,8.8,22922.0,819.0
2025-05-23,FIT-DIR,官网小程序直销,53,16.7,41598.0,785.0
2025-05-23,FIT-OTA,OTA散客,103,32.4,71452.0,694.0
2025-05-23,CORP,协议公司客户,65,20.4,39201.0,603.0
2025-05-23,LOY,会员忠诚计划,42,13.2,28980.0,690.0
2025-05-23,GRP,团队旅游会议,25,7.9,13531.0,541.0
2025-05-23,LNG,长住客,6,1.9,2680.0,447.0
2025-05-24,FIT-WI,上门散客,24,7.5,21238.0,885.0
2025-05-24,FIT-DIR,官网小程序直销,57,17.9,46190.0,810.0
2025-05-24,FIT-OTA,OTA散客,92,28.9,64179.0,698.0
2025-05-24,CORP,协议公司客户,74,23.3,48188.0,651.0
2025-05-24,LOY,会员忠诚计划,42,13.2,30276.0,721.0
2025-05-24,GRP,团队旅游会议,28,8.8,15826.0,565.0
2025-05-24,LNG,长住客,6,1.9,2703.0,450.0
2025-05-25,FIT-WI,上门散客,24,8.9,19146.0,798.0
2025-05-25,FIT-DIR,官网小程序直销,49,18.2,35156.0,717.0
2025-05-25,FIT-OTA,OTA散客,79,29.4,54101.0,685.0
2025-05-25,CORP,协议公司客户,64,23.8,36631.0,572.0
2025-05-25,LOY,会员忠诚计划,33,12.3,21404.0,649.0
2025-05-25,GRP,团队旅游会议,20,7.4,10228.0,511.0
2025-05-25,LNG,长住客,5,1.9,2149.0,430.0
2025-05-26,FIT-WI,上门散客,20,8.3,14333.0,717.0
2025-05-26,FIT-DIR,官网小程序直销,42,17.5,26790.0,638.0
2025-05-26,FIT-OTA,OTA散客,76,31.7,46849.0,616.0
2025-05-26,CORP,协议公司客户,48,20.0,25454.0,530.0
2025-05-26,LOY,会员忠诚计划,27,11.2,15211.0,563.0
2025-05-26,GRP,团队旅游会议,20,8.3,9018.0,451.0
2025-05-26,LNG,长住客,5,2.1,1862.0,372.0
2025-05-27,FIT-WI,上门散客,19,7.8,14984.0,789.0
2025-05-27,FIT-DIR,官网小程序直销,42,17.3,28295.0,674.0
2025-05-27,FIT-OTA,OTA散客,77,31.7,49778.0,646.0
2025-05-27,CORP,协议公司客户,54,22.2,29192.0,541.0
2025-05-27,LOY,会员忠诚计划,28,11.5,16496.0,589.0
2025-05-27,GRP,团队旅游会议,19,7.8,9197.0,484.0
2025-05-27,LNG,长住客,5,2.1,1950.0,390.0
2025-05-28,FIT-WI,上门散客,21,8.6,14847.0,707.0
2025-05-28,FIT-DIR,官网小程序直销,41,16.7,26003.0,634.0
2025-05-28,FIT-OTA,OTA散客,76,31.0,45873.0,604.0
2025-05-28,CORP,协议公司客户,59,24.1,31442.0,533.0
2025-05-28,LOY,会员忠诚计划,32,13.1,17655.0,552.0
2025-05-28,GRP,团队旅游会议,20,8.2,8758.0,438.0
2025-05-28,LNG,长住客,4,1.6,1516.0,379.0
2025-05-29,FIT-WI,上门散客,21,8.4,15007.0,715.0
2025-05-29,FIT-DIR,官网小程序直销,43,17.3,28406.0,661.0
2025-05-29,FIT-OTA,OTA散客,79,31.7,45451.0,575.0
2025-05-29,CORP,协议公司客户,57,22.9,28742.0,504.0
2025-05-29,LOY,会员忠诚计划,27,10.8,15309.0,567.0
2025-05-29,GRP,团队旅游会议,18,7.2,8058.0,448.0
2025-05-29,LNG,长住客,5,2.0,1870.0,374.0
2025-05-30,FIT-WI,上门散客,23,7.3,19189.0,834.0
2025-05-30,FIT-DIR,官网小程序直销,50,15.9,40102.0,802.0
2025-05-30,FIT-OTA,OTA散客,100,31.7,69314.0,693.0
2025-05-30,CORP,协议公司客户,66,21.0,42654.0,646.0
2025-05-30,LOY,会员忠诚计划,35,11.1,25296.0,723.0
2025-05-30,GRP,团队旅游会议,23,7.3,12758.0,555.0
2025-05-30,LNG,长住客,6,1.9,2831.0,472.0
2025-05-31,FIT-WI,上门散客,27,8.5,23930.0,886.0
2025-05-31,FIT-DIR,官网小程序直销,50,15.7,40429.0,809.0
2025-05-31,FIT-OTA,OTA散客,90,28.3,66910.0,743.0
2025-05-31,CORP,协议公司客户,74,23.3,46163.0,624.0
2025-05-31,LOY,会员忠诚计划,36,11.3,26038.0,723.0
2025-05-31,GRP,团队旅游会议,27,8.5,15055.0,558.0
2025-05-31,LNG,长住客,6,1.9,2882.0,480.0
2025-06-01,FIT-WI,上门散客,23,8.5,17310.0,753.0
2025-06-01,FIT-DIR,官网小程序直销,50,18.5,35120.0,702.0
2025-06-01,FIT-OTA,OTA散客,87,32.1,53280.0,612.0
2025-06-01,CORP,协议公司客户,54,19.9,30770.0,570.0
2025-06-01,LOY,会员忠诚计划,31,11.4,18845.0,608.0
2025-06-01,GRP,团队旅游会议,20,7.4,9342.0,467.0
2025-06-01,LNG,长住客,5,1.8,1974.0,395.0
2025-06-02,FIT-WI,上门散客,21,8.3,15074.0,718.0
2025-06-02,FIT-DIR,官网小程序直销,44,17.3,28461.0,647.0
2025-06-02,FIT-OTA,OTA散客,74,29.1,44996.0,608.0
2025-06-02,CORP,协议公司客户,56,22.0,30403.0,543.0
2025-06-02,LOY,会员忠诚计划,28,11.0,16457.0,588.0
2025-06-02,GRP,团队旅游会议,21,8.3,10116.0,482.0
2025-06-02,LNG,长住客,5,2.0,1934.0,387.0
2025-06-03,FIT-WI,上门散客,15,7.8,9724.0,648.0
2025-06-03,FIT-DIR,官网小程序直销,32,16.6,18520.0,579.0
2025-06-03,FIT-OTA,OTA散客,55,28.5,29811.0,542.0
2025-06-03,CORP,协议公司客户,42,21.8,19779.0,471.0
2025-06-03,LOY,会员忠诚计划,24,12.4,11773.0,491.0
2025-06-03,GRP,团队旅游会议,14,7.3,5312.0,379.0
2025-06-03,LNG,长住客,4,2.1,1341.0,335.0
2025-06-04,FIT-WI,上门散客,16,8.0,10037.0,627.0
2025-06-04,FIT-DIR,官网小程序直销,33,16.6,17841.0,541.0
2025-06-04,FIT-OTA,OTA散客,59,29.6,29567.0,501.0
2025-06-04,CORP,协议公司客户,40,20.1,17548.0,439.0
2025-06-04,LOY,会员忠诚计划,21,10.6,9982.0,475.0
2025-06-04,GRP,团队旅游会议,15,7.5,5677.0,378.0
2025-06-04,LNG,长住客,4,2.0,1306.0,327.0
2025-06-05,FIT-WI,上门散客,15,7.8,9155.0,610.0
2025-06-05,FIT-DIR,官网小程序直销,36,18.8,20465.0,568.0
2025-06-05,FIT-OTA,OTA散客,64,33.3,32044.0,501.0
2025-06-05,CORP,协议公司客户,45,23.4,19366.0,430.0
2025-06-05,LOY,会员忠诚计划,22,11.5,10542.0,479.0
2025-06-05,GRP,团队旅游会议,17,8.9,6721.0,395.0
2025-06-05,LNG,长住客,4,2.1,1347.0,337.0
2025-06-06,FIT-WI,上门散客,17,8.1,11388.0,670.0
2025-06-06,FIT-DIR,官网小程序直销,37,17.7,22174.0,599.0
2025-06-06,FIT-OTA,OTA散客,66,31.6,37236.0,564.0
2025-06-06,CORP,协议公司客户,45,21.5,22310.0,496.0
2025-06-06,LOY,会员忠诚计划,27,12.9,14643.0,542.0
2025-06-06,GRP,团队旅游会议,16,7.7,6679.0,417.0
2025-06-06,LNG,长住客,5,2.4,1704.0,341.0
2025-06-07,FIT-WI,上门散客,18,8.0,12669.0,704.0
2025-06-07,FIT-DIR,官网小程序直销,39,17.4,24667.0,632.0
2025-06-07,FIT-OTA,OTA散客,65,29.0,38068.0,586.0
2025-06-07,CORP,协议公司客户,44,19.6,21677.0,493.0
2025-06-07,LOY,会员忠诚计划,26,11.6,14044.0,540.0
2025-06-07,GRP,团队旅游会议,20,8.9,8963.0,448.0
2025-06-07,LNG,长住客,4,1.8,1440.0,360.0
2025-06-08,FIT-WI,上门散客,15,7.3,9566.0,638.0
2025-06-08,FIT-DIR,官网小程序直销,36,17.6,20616.0,573.0
2025-06-08,FIT-OTA,OTA散客,64,31.2,33819.0,528.0
2025-06-08,CORP,协议公司客户,48,23.4,22766.0,474.0
2025-06-08,LOY,会员忠诚计划,26,12.7,13498.0,519.0
2025-06-08,GRP,团队旅游会议,16,7.8,6527.0,408.0
2025-06-08,LNG,长住客,4,2.0,1367.0,342.0
2025-06-09,FIT-WI,上门散客,14,8.0,8489.0,606.0
2025-06-09,FIT-DIR,官网小程序直销,30,17.2,16450.0,548.0
2025-06-09,FIT-OTA,OTA散客,49,28.2,24352.0,497.0
2025-06-09,CORP,协议公司客户,41,23.6,18490.0,451.0
2025-06-09,LOY,会员忠诚计划,21,12.1,9889.0,471.0
2025-06-09,GRP,团队旅游会议,14,8.0,5261.0,376.0
2025-06-09,LNG,长住客,4,2.3,1237.0,309.0
2025-06-10,FIT-WI,上门散客,14,7.8,9073.0,648.0
2025-06-10,FIT-DIR,官网小程序直销,30,16.8,17238.0,575.0
2025-06-10,FIT-OTA,OTA散客,58,32.4,31527.0,544.0
2025-06-10,CORP,协议公司客户,42,23.5,20222.0,481.0
2025-06-10,LOY,会员忠诚计划,21,11.7,11229.0,535.0
2025-06-10,GRP,团队旅游会议,14,7.8,5703.0,407.0
2025-06-10,LNG,长住客,4,2.2,1321.0,330.0
2025-06-11,FIT-WI,上门散客,14,7.5,8865.0,633.0
2025-06-11,FIT-DIR,官网小程序直销,29,15.5,15748.0,543.0
2025-06-11,FIT-OTA,OTA散客,54,28.9,27450.0,508.0
2025-06-11,CORP,协议公司客户,43,23.0,19810.0,461.0
2025-06-11,LOY,会员忠诚计划,21,11.2,10071.0,480.0
2025-06-11,GRP,团队旅游会议,14,7.5,5472.0,391.0
2025-06-11,LNG,长住客,4,2.1,1339.0,335.0
2025-06-12,FIT-WI,上门散客,17,8.5,10505.0,618.0
2025-06-12,FIT-DIR,官网小程序直销,30,15.1,17746.0,592.0
2025-06-12,FIT-OTA,OTA散客,64,32.2,33139.0,518.0
2025-06-12,CORP,协议公司客户,46,23.1,20491.0,445.0
2025-06-12,LOY,会员忠诚计划,23,11.6,12005.0,522.0
2025-06-12,GRP,团队旅游会议,15,7.5,5876.0,392.0
2025-06-12,LNG,长住客,4,2.0,1379.0,345.0
2025-06-13,FIT-WI,上门散客,15,7.5,9626.0,642.0
2025-06-13,FIT-DIR,官网小程序直销,36,18.0,20939.0,582.0
2025-06-13,FIT-OTA,OTA散客,66,33.0,33570.0,509.0
2025-06-13,CORP,协议公司客户,42,21.0,19063.0,454.0
2025-06-13,LOY,会员忠诚计划,22,11.0,11277.0,513.0
2025-06-13,GRP,团队旅游会议,16,8.0,6135.0,383.0
2025-06-13,LNG,长住客,4,2.0,1354.0,338.0
2025-06-14,FIT-WI,上门散客,25,7.9,21455.0,858.0
2025-06-14,FIT-DIR,官网小程序直销,52,16.4,40337.0,776.0
2025-06-14,FIT-OTA,OTA散客,104,32.7,71296.0,686.0
2025-06-14,CORP,协议公司客户,77,24.2,46237.0,600.0
2025-06-14,LOY,会员忠诚计划,36,11.3,23952.0,665.0
2025-06-14,GRP,团队旅游会议,26,8.2,13884.0,534.0
2025-06-14,LNG,长住客,7,2.2,3140.0,449.0
2025-06-15,FIT-WI,上门散客,15,7.5,9227.0,615.0
2025-06-15,FIT-DIR,官网小程序直销,31,15.6,17408.0,562.0
2025-06-15,FIT-OTA,OTA散客,66,33.2,34933.0,529.0
2025-06-15,CORP,协议公司客户,43,21.6,19960.0,464.0
2025-06-15,LOY,会员忠诚计划,24,12.1,11924.0,497.0
2025-06-15,GRP,团队旅游会议,16,8.0,6263.0,391.0
2025-06-15,LNG,长住客,4,2.0,1369.0,342.0
2025-06-16,FIT-WI,上门散客,16,8.5,9705.0,607.0
2025-06-16,FIT-DIR,官网小程序直销,33,17.6,17907.0,543.0
2025-06-16,FIT-OTA,OTA散客,54,28.7,27102.0,502.0
2025-06-16,CORP,协议公司客户,44,23.4,19691.0,448.0
2025-06-16,LOY,会员忠诚计划,21,11.2,10396.0,495.0
2025-06-16,GRP,团队旅游会议,14,7.4,5416.0,387.0
2025-06-16,LNG,长住客,4,2.1,1294.0,323.0
2025-06-17,FIT-WI,上门散客,15,8.1,9570.0,638.0
2025-06-17,FIT-DIR,官网小程序直销,31,16.8,17184.0,554.0
2025-06-17,FIT-OTA,OTA散客,55,29.7,29313.0,533.0
2025-06-17,CORP,协议公司客户,40,21.6,18113.0,453.0
2025-06-17,LOY,会员忠诚计划,22,11.9,11248.0,511.0
2025-06-17,GRP,团队旅游会议,14,7.6,5531.0,395.0
2025-06-17,LNG,长住客,4,2.2,1331.0,333.0
2025-06-18,FIT-WI,上门散客,16,8.1,9375.0,586.0
2025-06-18,FIT-DIR,官网小程序直销,31,15.7,16270.0,525.0
2025-06-18,FIT-OTA,OTA散客,60,30.5,28996.0,483.0
2025-06-18,CORP,协议公司客户,43,21.8,18880.0,439.0
2025-06-18,LOY,会员忠诚计划,25,12.7,11499.0,460.0
2025-06-18,GRP,团队旅游会议,16,8.1,5827.0,364.0
2025-06-18,LNG,长住客,4,2.0,1196.0,299.0
2025-06-19,FIT-WI,上门散客,15,7.9,9255.0,617.0
2025-06-19,FIT-DIR,官网小程序直销,31,16.4,17832.0,575.0
2025-06-19,FIT-OTA,OTA散客,53,28.0,26169.0,494.0
2025-06-19,CORP,协议公司客户,38,20.1,17234.0,454.0
2025-06-19,LOY,会员忠诚计划,23,12.2,11438.0,497.0
2025-06-19,GRP,团队旅游会议,14,7.4,5251.0,375.0
2025-06-19,LNG,长住客,3,1.6,952.0,317.0
2025-06-20,FIT-WI,上门散客,21,8.4,15299.0,729.0
2025-06-20,FIT-DIR,官网小程序直销,46,18.3,29355.0,638.0
2025-06-20,FIT-OTA,OTA散客,77,30.7,47679.0,619.0
2025-06-20,CORP,协议公司客户,60,23.9,31281.0,521.0
2025-06-20,LOY,会员忠诚计划,29,11.6,17240.0,594.0
2025-06-20,GRP,团队旅游会议,22,8.8,9601.0,436.0
2025-06-20,LNG,长住客,5,2.0,1884.0,377.0
2025-06-21,FIT-WI,上门散客,25,8.5,19573.0,783.0
2025-06-21,FIT-DIR,官网小程序直销,46,15.6,30267.0,658.0
2025-06-21,FIT-OTA,OTA散客,98,33.2,60077.0,613.0
2025-06-21,CORP,协议公司客户,71,24.1,38489.0,542.0
2025-06-21,LOY,会员忠诚计划,36,12.2,22752.0,632.0
2025-06-21,GRP,团队旅游会议,24,8.1,11334.0,472.0
2025-06-21,LNG,长住客,6,2.0,2417.0,403.0
2025-06-22,FIT-WI,上门散客,21,8.8,14322.0,682.0
2025-06-22,FIT-DIR,官网小程序直销,37,15.5,22872.0,618.0
2025-06-22,FIT-OTA,OTA散客,72,30.3,40720.0,566.0
2025-06-22,CORP,协议公司客户,51,21.4,25373.0,498.0
2025-06-22,LOY,会员忠诚计划,31,13.0,17283.0,558.0
2025-06-22,GRP,团队旅游会议,20,8.4,8306.0,415.0
2025-06-22,LNG,长住客,5,2.1,1835.0,367.0
2025-06-23,FIT-WI,上门散客,17,7.9,11133.0,655.0
2025-06-23,FIT-DIR,官网小程序直销,36,16.8,22032.0,612.0
2025-06-23,FIT-OTA,OTA散客,69,32.2,39882.0,578.0
2025-06-23,CORP,协议公司客户,43,20.1,20998.0,488.0
2025-06-23,LOY,会员忠诚计划,24,11.2,12849.0,535.0
2025-06-23,GRP,团队旅游会议,17,7.9,7130.0,419.0
2025-06-23,LNG,长住客,4,1.9,1380.0,345.0
2025-06-24,FIT-WI,上门散客,19,8.6,12072.0,635.0
2025-06-24,FIT-DIR,官网小程序直销,36,16.3,21569.0,599.0
2025-06-24,FIT-OTA,OTA散客,65,29.4,34430.0,530.0
